date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:49:58	57767/57767	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jun%202024%2012:19:57%20GMT	https://revomac.in/	C:/Users/karti/OneDrive/Desktop/kartikey/jktilemachinery/revomac.in/index.html	(from )
17:49:58	100/100	---M-Z	200	added ('OK')	text/plain	etag:%22101-5cd7f9c26ff97-gzip%22	https://revomac.in/robots.txt		(from )
17:49:59	30065/30065	---M-Z	200	added ('OK')	text/css	etag:%227571-5cd7fa560d80a-gzip%22	https://www.revomac.in/vendor/rs-plugin/css/settings.css	C:/Users/karti/OneDrive/Desktop/kartikey/jktilemachinery/www.revomac.in/vendor/rs-plugin/css/settings.css	(from https://revomac.in/)
17:49:59	138726/138726	---M-Z	200	added ('OK')	text/css	etag:%2221de6-5cd7fa5588b11-gzip%22	https://www.revomac.in/vendor/rs-plugin/css/layers.css	C:/Users/karti/OneDrive/Desktop/kartikey/jktilemachinery/www.revomac.in/vendor/rs-plugin/css/layers.css	(from https://revomac.in/)
17:49:59	1241/1241	---M--	200	added ('OK')	image/png	etag:%224d9-5e5b4a8960fbb%22	https://www.revomac.in/assets/frontend/images/frans.png	C:/Users/karti/OneDrive/Desktop/kartikey/jktilemachinery/www.revomac.in/assets/frontend/images/frans.png	(from https://revomac.in/)
17:49:59	3162/3162	---M--	200	added ('OK')	image/png	etag:%22c5a-5e5b4a893fc78%22	https://www.revomac.in/assets/frontend/images/fev-icon.png	C:/Users/karti/OneDrive/Desktop/kartikey/jktilemachinery/www.revomac.in/assets/frontend/images/fev-icon.png	(from https://revomac.in/)
17:50:00	192308/192308	---M-Z	200	added ('OK')	text/css	etag:%222ef34-5e5b4a7b90c32-gzip%22	https://www.revomac.in/assets/frontend/css/bootstrap.css	C:/Users/karti/OneDrive/Desktop/kartikey/jktilemachinery/www.revomac.in/assets/frontend/css/bootstrap.css	(from https://revomac.in/)
17:50:00	316317/316317	---M-Z	200	added ('OK')	text/css	etag:%224d39d-5e5b4a824b762-gzip%22	https://www.revomac.in/assets/frontend/css/style.css	C:/Users/karti/OneDrive/Desktop/kartikey/jktilemachinery/www.revomac.in/assets/frontend/css/style.css	(from https://revomac.in/)
17:50:00	19780/19780	---M-Z	200	added ('OK')	text/css	etag:%224d44-5e5b4a826ab65-gzip%22	https://www.revomac.in/assets/frontend/css/swiper.css	C:/Users/karti/OneDrive/Desktop/kartikey/jktilemachinery/www.revomac.in/assets/frontend/css/swiper.css	(from https://revomac.in/)
17:50:00	54972/54972	---M-Z	200	added ('OK')	text/css	etag:%22d6bc-5e5b4a811cb83-gzip%22	https://www.revomac.in/assets/frontend/css/dark.css	C:/Users/karti/OneDrive/Desktop/kartikey/jktilemachinery/www.revomac.in/assets/frontend/css/dark.css	(from https://revomac.in/)
17:50:01	114029/114029	---M-Z	200	added ('OK')	text/css	etag:%221bd6d-5e5b4a816fbab-gzip%22	https://www.revomac.in/assets/frontend/css/font-icons.css	C:/Users/karti/OneDrive/Desktop/kartikey/jktilemachinery/www.revomac.in/assets/frontend/css/font-icons.css	(from https://revomac.in/)
17:50:01	73789/73789	---M-Z	200	added ('OK')	text/css	etag:%221203d-5e5b4a7aa0859-gzip%22	https://www.revomac.in/assets/frontend/css/animate.css	C:/Users/karti/OneDrive/Desktop/kartikey/jktilemachinery/www.revomac.in/assets/frontend/css/animate.css	(from https://revomac.in/)
17:50:01	7332/7332	---M-Z	200	added ('OK')	text/css	etag:%221ca4-5e5b4a81c4b14-gzip%22	https://www.revomac.in/assets/frontend/css/magnific-popup.css	C:/Users/karti/OneDrive/Desktop/kartikey/jktilemachinery/www.revomac.in/assets/frontend/css/magnific-popup.css	(from https://revomac.in/)
17:50:01	323665/323665	---M-Z	200	added ('OK')	text/css	etag:%224f051-5e5b4a827f387-gzip%22	https://www.revomac.in/assets/frontend/css/theme-elements.css	C:/Users/karti/OneDrive/Desktop/kartikey/jktilemachinery/www.revomac.in/assets/frontend/css/theme-elements.css	(from https://revomac.in/)
